author1	author2	#coauthor
Gao Cong	Cuiping Li	1
Dit-Yan Yeung	Gang Wang	1
Jian Pei	Qiming Chen	2
Jian Pei	Daxin Jiang	5
Xueqi Cheng	Moustafa Ghanem	1
Matthew Eric Otey	Dhabaleswar K. Panda	1
Daniel Wessling	Jorg Ontrup	1
TaeHyun Hwang	Jean-Pierre Kocher	1
Jinbo Bi	Murat Dundar	1
Moustafa Ghanem	Jameel Syed	1
Evangelos Dellis	Yannis Theodoridis	1
Vincent Miller	Edgar Cooper	1
Swapna Male	Anurag Ambekar	1
Jun Zhang	Bo Lin	1
Zhong Zhang	Qiang Yang	1
Jianwen Chen	Yan Zhang	1
Hui Fang	ChengXiang Zhai	1
Ning Liu	Shuzhen Nong	1
Jean-Yves Garinet	Zoe Lacroix	1
Maria E. Orlowska	Xingzhi Sun	1
Aya Soffer	David Carmel	2
King-Lup Liu	Clement T. Yu	4
Cindy Xide Lin	Bolin Ding	1
Antonis Koufopoulos	Dimitri Theodoratos	1
Adas Gelzinis	M. Hallander	1
Stefan Kramer	Ulrich Ruckert	1
Jiawei Han	Jing Jiang	1
Tom Khabaza	Ronald J. Brachman	1
Mohamed A. Sharaf	Panos K. Chrysanthis	1
Boulos Harb	Michael W. Mahoney	1
Johannes Gehrke	Ramakrishnan Srikant	1
Vanja Josifovski	Ning Li	1
Bill Yuan-chi Chiu	Stefano Lonardi	2
Li-min Liu	James Geller	1
Xiaopeng Xi	Stefano Lonardi	1
Jaana Laiho	Kimmo Raivio	1
Shuo Wang	Feng Jing	1
Mark Shavlik	Jude W. Shavlik	1
Hiromitsu Fujikawa	Fuminori Adachi	1
Theodore Dalamagas	Dimitri Theodoratos	4
Guido Lindner	Robert Engels	1
Sung-Hee Kim	Kee-Wook Rim	1
Jiawei Han	Yunhe Pan	1
Philip K. Chan	Salvatore J. Stolfo	6
Sheng-Tang Wu	Xiaohui Tao	1
Stefan Kramer	Johannes Fischer	1
Shian-Shyong Tseng	Ching-Yao Wang	2
Kun-Lung Wu	Joel L. Wolf	1
Paul E. Stolorz	Kenneth W. Ng	1
Soon Tee Teoh	Kwan-Liu Ma	1
Efstratios Gallopoulos	Dimitrios Zeimpekis	1
Shou-de Lin	Hans Chalupsky	1
Wenyuan Dai	Xiao Ling	1
Murali Ramanathan	Taehyong Kim	1
Senthil Periaswamy	Marcos Salganicoff	1
Kerstin Bischoff	Wolfgang Nejdl	1
Dirk Habich	Matthias Bohm	1
Xuanhui Wang	Richard Sproat	1
Hongmei Sun	Sourav S. Bhowmick	1
Beatrice Duval	Alexis Bondu	1
Reza Sadri	Amir M. Zarkesh	1
Kam-yiu Lam	Tony S. H. Lee	1
Marina Barsky	Alex Thomo	1
Shlomo Argamon	Marin Saric	1
Stefan Kramer	Luc De Raedt	1
Llew Mason	Ron Kohavi	2
Ariel Fuxman	Anitha Kannan	1
Gautam Shanbhag	Roger Zimmermann	1
Deepak Agarwal	Jeff M. Phillips	1
Gautam Shanbhag	Shahram Ghandeharizadeh	1
Edleno Silva de Moura	Karane Vieira	1
Vanja Josifovski	Anirban Dasgupta	1
Ronen Feldman	Amir Zilberstein	2
Christos Faloutsos	Heikki Mannila	1
Anupam Joshi	Rong Pan	1
Yiping Ke	Lei Chen	1
Takashi Washio	Fuminori Adachi	1
Senthil Periaswamy	R. Bharat Rao	1
Alexander Frommelt	Hans-Peter Kriegel	1
Alexander Tuzhilin	David Jensen	1
Haym Hirsh	Gary M. Weiss	1
Chun-Nan Hsu	Hao-Hsiang Chung	1
Ting Su	Kaushal Sanghai	1
Rohit Kumar	Markus G. Anderle	1
Beng Chin Ooi	Aoying Zhou	1
Ping Chen	Heloise Lynn	1
Ambuj K. Singh	Divyakant Agrawal	2
Deborah S. Gross	Jin-yi Cai	1
Rakesh Agrawal	Jorma Rissanen	1
Omer Egecioglu	Kamil Sarac	1
Bin He	Jiawei Han	1
Kevyn Collins-Thompson	Charles Schweizer	1
Ricardo A. Baeza-Yates	Vanessa Murdock	1
Souripriya Das	Jagannathan Srinivasan	1
Seth Rogers	Pat Langley	1
Xuanhui Wang	Dou Shen	1
Carlotta Domeniconi	Maria Halkidi	1
Shourya Roy	Shantanu Godbole	3
Ying Yan	Aoying Zhou	1
Divyakant Agrawal	Terence R. Smith	2
Philippe Lamarre	Sylvie Cazalens	1
Yong Shi	Xingquan Zhu	3
Jeffrey F. Naughton	Ashraf Aboulnaga	1
Yumao Lu	Nawaaz Ahmed	1
Jin Yu	Jim Hunter	1
Kun Zhang	Deepak S. Turaga	1
Stephane Bressan	Ying Guang Li	1
Norbert Govert	Norbert Fuhr	2
Dafna Shahaf	Gaurav Veda	1
Jimeng Sun	Yu-Ru Lin	1
Hung Hay Ho	Rohini K. Srihari	2
Rong Pan	R. Scott Cost	1
Eric C. Jensen	Angelo J. Pilotto	1
Amey V. Laud	Sourav S. Bhowmick	1
Takashi Washio	Akihiro Nakashima	1
Barbara Ray	Christ Wynne	1
Vipin Swarup	Donald B. Faatz	1
Kevin Harris	Janet Webster	1
Christos Faloutsos	Charalampos E. Tsourakakis	1
Baojing Lu	Qinghua Zou	1
Utku Irmak	Vadim von Brzeski	1
Eibe Frank	David N. Milne	1
David R. Musicant	Deborah S. Gross	1
Wei Wang	Peng Wang	2
Peng Liu	Qingzhao Tan	1
Thomas Pressburger	Wray L. Buntine	1
Nivio Ziviani	Artur Ziviani	1
Carsten Tusk	Selim Aksoy	1
Ling Liu	Arun Iyengar	1
Chandrika Kamath	Vipin Kumar	1
Shashi Shekhar	Jin Soung Yoo	2
Heikki Mannila	Marcel Holsheimer	1
Roberto Amato	Giancarlo Raiconi	1
Yong Zhang	Jianyong Wang	1
Max Welling	Padhraic Smyth	1
Yongtai Zhu	Baile Shi	1
Jesus Vegas	Cesar Llamas	1
Yiming Ma	Wynne Hsu	6
Naren Ramakrishnan	Deept Kumar	2
Mikhail Bilenko	Raymond J. Mooney	3
Rongqing Lu	Belle L. Tseng	1
Aya Soffer	Alexey Roytman	1
Dawei Song	Guihong Cao	1
Alex Tyrrell	Tim Travers	1
Christian Lemke	Kai-Uwe Sattler	1
Tadashi Ohmori	Riichiro Take	1
Heike Hofmann	Adalbert F. X. Wilhelm	1
Nancy Obuchowski	R. Bharat Rao	1
Andries Kruger	Christian W. Omlin	1
Yehoshua Perl	Huanying Gu	1
Michael L. Heytens	Melody Xu	1
Dmitry B. Goldgof	Andrew Remsen	1
Sugato Basu	Roberto J. Bayardo	1
Rich Caruana	Daniel Fink	1
Ding Zhou	Hongyuan Zha	5
Ankur Jain	Edward Y. Chang	1
David W. Cheung	Jiawei Han	1
Abhimanyu Lad	Yiming Yang	1
Paulo Braz Golgher	Berthier A. Ribeiro-Neto	3
Deepak Agarwal	Mayssam Sayyadian	1
Duncan J. Watts	Jake M. Hofman	1
Wei-Ying Ma	Kefeng Deng	1
Jian Pei	Zhen Liao	1
David R. Cheriton	Ming Li	1
Haixun Wang	Baile Shi	2
Nancy Obuchowski	Marcos Salganicoff	1
Tanya Clement	Ben Shneiderman	1
Julie Wilson	Julia Schiffner	1
Benyu Zhang	Chenyong Hu	1
Paolo Boldi	Debora Donato	1
Ofer Harel	Greg Matthews	1
Alexander Tuzhilin	Akhmed Umyarov	1
Amit P. Sheth	Vipul Kashyap	1
Hillol Kargupta	Philip Chan	1
Hidenao Abe	Takahira Yamaguchi	1
Lida Li	David R. Millen	1
Martin Ester	Hui Xiong	1
Ee-Peng Lim	Ahmet Cosar	1
Kunal Punera	Andrei Z. Broder	1
Olivier Y. de Vel	Tamas Abraham	1
Kwok-Yan Lam	Hua-Jun Zeng	1
Eugene J. Shekita	Marcus Fontoura	3
Justin Zobel	Yaniv Bernstein	2
Miki Nakagawa	Tao Luo	1
Yeali S. Sun	Meng Chang Chen	1
Jinyan Li	Limsoon Wong	2
Ulrich Guntzer	Werner Kiesling	1
Martin Ester	Fiona S. L. Brinkman	1
Paulo Braz Golgher	Alberto H. F. Laender	1
Jiajun Bu	Can Wang	1
Nan Jiang	Le Gruenwald	1
Dragomir R. Radev	Weiguo Fan	1
Rema Padman	Jamie Callan	1
Peter M. G. Apers	Nicolas Anciaux	1
Trong-Ton Pham	Jean-Pierre Chevallet	1
Dmitriy Meyerzon	Shenjie Li	1
Lei Tang	Zohreh Nazeri	1
Justin Zobel	Donald Metzler	1
Kajal T. Claypool	Elke A. Rundensteiner	1
Lara Aires	Joao Araujo	1
Ron Hoory	David Carmel	1
Wei-Ying Ma	Jun Yan	3
Evimaria Terzi	Kun Liu	1
Jie Tang	Duo Zhang	2
Donald Metzler	Yaniv Bernstein	1
Anand Meka	Ambuj K. Singh	1
Kian-Lee Tan	Ying Yan	1
Fuzhen Zhuang	Qing He	1
Guido Proietti	Michael Vassilakopoulos	1
Herna L. Viktor	Hongyu Guo	1
Rong Pan	Junhui Zhao	1
David Avant	Clemens Bertram	1
Claudia Bauzer Medeiros	Celmar G. Silva	1
Eamonn J. Keogh	Jeffrey P. Lankford	1
ErHeng Zhong	Sihong Xie	1
Arbee L. P. Chen	Hung-Chen Chen	2
Stuart E. Madnick	Michael Siegel	2
Tamraparni Dasu	Theodore Johnson	1
Pusheng Zhang	Shashi Shekhar	1
Ravi Janardan	Haesun Park	2
Jae-Woo Chang	Jeong-Ki Kim	1
Gilad Mishne	Alexey Roytman	1
Gregor Leban	Minca Mramor	1
Dhiman Barman	Neal E. Young	1
Robert P. Goldman	Steven A. Harp	2
Sami Hanhijarvi	Nikolaj Tatti	1
Luc Bouganim	Harold van Heerde	1
David Wolpert	Padhraic Smyth	1
Beverly Yang	Kevin S. Beyer	1
Alfredo Alba	Mohammad Al Hasan	1
Amit Singh	Ali Saman Tosun	1
Chung-Min Chen	Ming-Syan Chen	1
Valeria Cardellini	Yun-Wu Huang	1
Xuemin Lin	Lei Chen	1
Haixun Wang	Yijian Bai	1
Rahul Ramachandran	Steven Greco	1
Cui Zhu	Hiroyuki Kitagawa	1
Jiawei Han	Osmar R. Zaiane	2
Ming Dong	Jing Hua	1
Carsten Lanquillon	Ingrid Renz	1
Wei Zhang	Clement T. Yu	3
Andries Kruger	David M. Pennock	1
Thomas L. Griffiths	Mark Steyvers	1
Bala Rajaratnam	Hsiao-Dong Chiang	1
Rahul Shah	Jeffrey Scott Vitter	1
Vanja Josifovski	Deepak Agarwal	1
Kwok Leung Yu	Wai Lam	1
Byung Suk Lee	Ji-Woong Chang	1
Dipanjan Chakraborty	Sougata Mukherjea	1
Fabio Aiolli	Giovanni Da San Martino	1
Robert Hall	Charles A. Sutton	1
Rahul Ramachandran	David Emmitt	1
Lars Backstrom	Xiangyang Lan	1
Jean-Yves Garinet	Omar Boucelma	1
Shu Tao	Yi Chen	1
Naren Ramakrishnan	Richard F. Helm	2
Yong Yu	Zheng Chen	3
Tobias Scheffer	David S. Vogel	1
Yves Petinot	Pradeep B. Teregowda	1
Lie Lu	Wei-Ying Ma	1
Fang Chu	Yizhou Wang	1
Kazumi Saito	Tomoharu Iwata	1
Petre Tzvetkov	Xifeng Yan	1
Rong Pan	Joel Sachs	1
Ee-Peng Lim	Jaideep Srivastava	2
David C. Brown	Richard D. Sisson Jr	1
Karthik Visweswariah	Roy J. Byrd	1
R. Bharat Rao	Scott Rickard	1
Patrick Wendel	Jameel Syed	1
Ricardo Bezerra de Andrade e Silva	Joseph Vanderwaart	1
Ricardo da Silva Torres	Celmar G. Silva	1
Min Zhang	Shaoping Ma	2
Evangelos Dellis	Akrivi Vlachou	1
Eugene J. Shekita	Vuk Ercegovac	1
Isamu Shioya	Yukio Wada	1
Thomas Kirsche	Richard Lenz	1
Tung-Hui Ku	Judson Fortner	1
Agma J. M. Traina	Jia-Yu Pan	1
Anthony K. H. Tung	Hongjun Lu	2
Steven R. Waterhouse	Ted Roush	1
Tok Wang Ling	Wynne Hsu	1
Lee-Feng Chien	Chen-Ming Hung	1
Haesun Park	Vipin Kumar	1
Robert Jedicke	Andrew W. Moore	1
Nicholas J. Belkin	Vanessa Murdock	1
Amynmohamed Rajan	Jiawei Han	1
R. Bharat Rao	Marcos Salganicoff	2
Shuiwang Ji	Liang Sun	1
Wai-Yip Lin	Wai Lam	1
Mohammed J. Zaki	Vineet Chaoji	1
Guangjun Xie	Calisto Zuzarte	1
S.-Y. Chien	Kenneth W. Ng	1
Nancy Obuchowski	Jinbo Bi	1
Naphtali Rishe	Weiyi Meng	2
Ee-Peng Lim	Hady Wirawan Lauw	2
Daria Sorokina	Steve Kelling	1
Muneaki Ohshima	Ning Zhong	2
Mousheng Xu	Susan Gauch	1
Kenji Yamanishi	Jun-ichi Takeuchi	4
Christos Faloutsos	Yehuda Koren	1
Jack Bieker	Mike Gardner	1
David Carmel	Gilad Mishne	1
Gaurav Pandey	Michael Steinbach	2
Michelle Fisher	Richard M. Everson	1
Henry Chiu	Qinghua Zou	1
Karlton Sequeira	Boleslaw K. Szymanski	1
Flip Korn	Zhiqiang Bi	1
Shubha U. Nabar	Andrew Tomkins	1
Stephen Chi-fai Chan	E. K. F. Dang	1
Aleksandar Lazarevic	Vipin Kumar	2
Claudio Lucchese	Francesco Bonchi	1
Anupam Joshi	Koustuv Dasgupta	1
Tanveer A. Faruquie	L. Venkata Subramaniam	1
Nathalie Japkowicz	Olivier Henchiri	1
Manuel de Buenaga Rodriguez	Jose Carlos Cortizo	1
Jonathan R. M. Hosking	Se June Hong	1
Spiros Papadimitriou	Panayiotis Tsaparas	2
Luca Grieco	Domenico Lembo	1
Dongwon Lee	Peng Liu	1
Jiong Yang	Feng Pan	2
Ambuj K. Singh	Terence R. Smith	1
Murali Mani	Elke A. Rundensteiner	1
Yongge Wang	Xintao Wu	1
Sebastian Michel	Peter Triantafillou	1
Haifeng Chen	Kenji Yoshihira	2
Kazunori Okada	Glenn Fung	1
Jude W. Shavlik	Frank DiMaio	1
Daria Sorokina	Daniel Fink	1
Malika Mahoui	Satyasaibabu Chilukuri	1
W. Addison Woods	Ophir Frieder	1
Yiling Yang	Jinyuan You	1
Benyang Tang	Rebecca Castano	1
Mirco Nanni	Michele Berlingerio	1
Gwen A. Frishkoff	Allen D. Malony	1
Hannu Toivonen	Marcel Holsheimer	1
Ming-Chuan Hung	Don-Lin Yang	1
Giordano Adami	Paolo Avesani	1
Katsuhiko Takabayashi	Tu Bao Ho	1
Prem Melville	Richard D. Lawrence	2
Jie Tang	Li Zhang	1
Edward A. Fox	Willard W. Farley	1
Kam-yiu Lam	Brad Adelberg	1
Hanghang Tong	Brian Gallagher	2
Hong Pan	Hwee-Leng Ong	1
Jinbo Bi	Jieping Ye	1
Xuerui Wang	Chris Pal	1
Tamara G. Kolda	Brett W. Bader	3
Yunbo Cao	Hang Li	3
Xiaoli Li	Haoran Wu	1
Nada Lavrac	Branko Kavsek	1
Chang-Tien Lu	Dechang Chen	1
Georges Hebrail	Anne Debregeas	1
TaeHyun Hwang	Rui Kuangy	1
Barbara Ray	Vincent Miller	1
Yue Xu	Shlomo Geva	1
J. Scott Olsson	Douglas W. Oard	1
Geneva G. Belford	ChengXiang Zhai	1
Thomas Lee	Robert Nado	1
Ada Wai-Chee Fu	Yingyi Bu	2
Michalis Potamias	Timos K. Sellis	1
Paul E. Stolorz	J. Yi	1
Ping Chen	Daniel Barbara	1
Lilian Harada	Naoki Adaboshi	1
Xiaowei Xu	Hans-Peter Kriegel	5
David Andersen	Nicholas Valler	1
Iyer N. Subramanian	Nematollaah Shiri	1
Lei Tang	Jianping Zhang	2
Alexander T. Ihler	Max Welling	1
Anastasios Tombros	Massih-Reza Amini	1
Jeffrey Xu Yu	Gabriel Pui Cheong Fung	3
Ling Lin	Tore Risch	2
Feng Pan	Wei Wang	4
Rong Pan	Timothy W. Finin	1
Guozheng Xiao	Nie Yu	1
Thanh Tin Tang	David Hawking	1
Anupam Joshi	Siva Gurumurthy	1
Ming Jiang	Elke A. Rundensteiner	1
Gerhard Friedrich	Dietmar Jannach	1
Yike Guo	Vasa Curcin	1
Ravi Janardan	Jinbo Bi	1
Zoltan Szamonek	Csaba Szepesvari	1
Mirco Nanni	Fabio Pinelli	2
Karthik Visweswariah	Wilfried Teiken	1
Chunsheng Yang	Sylvain Letourneau	1
Sanjay Chawla	Florian Verhein	2
Isamu Shioya	Wataru Matsumoto	1
Slobodan Vucetic	Kang Peng	1
Ho Chung Wu	Kam-Fai Wong	1
Nan Zhang	Shengquan Wang	1
Shubha U. Nabar	Rajeev Motwani	2
Scott Davies	Andrew W. Moore	1
Ertem Tuncel	Divyakant Agrawal	1
Louiqa Raschid	Yahui Chang	1
Jian Chih Ou	Chi-Yao Tseng	1
Kevin Lu	Ping Luo	1
Lukasz Golab	M. Tamer Ozsu	1
Michalis Vazirgiannis	Maria Halkidi	2
Nelson Mendonca Mattos	Stefan Desloch	1
Gowtham Atluri	Vipin Kumar	1
Shing-Kit Chan	Xiaofeng Yu	1
Xi Ma	HweeHwa Pang	1
Hannu Toivonen	Kari Vasko	1
George Kollios	Marios Hadjieleftheriou	1
Philip K. Chan	Matthew V. Mahoney	3
Bin He	Tao Tao	1
Darya Chudova	Padhraic Smyth	3
Joao Araujo	Antonio Dourado	1
Edwin P. D. Pednault	Wei Fan	1
Carlotta Domeniconi	Daniel Barbara	4
Jesus S. Aguilar-Ruiz	Jose C. Riquelme	1
Pierre-Alain Laur	Richard Nock	1
Guillem Rull	Carles Farre	1
Barbara Ray	Edgar Cooper	1
Qi Zhong	Sharad Mehrotra	1
Carlotta Domeniconi	Ning Kang	2
Xueqi Cheng	Gaowei Wu	2
Ping Chen	Chenyi Hu	1
Takayuki Nakata	Ryohei Fujimaki	1
Bing Liu	Xiaowen Ding	1
Souripriya Das	Anh-Tuan Tran	1
Dimitrios Gunopulos	Paul B. Chou	1
Eivind Almaas	Ruoming Jin	1
Nicholas Lester	Amanda Clare	1
Jinbo Bi	Vladimir Cherkassky	1
Rich Caruana	Steve Kelling	1
Johan Himberg	Jani Mantyjarvi	1
Marcos R. Vieira	Christos Faloutsos	1
Antti Ukkonen	Heikki Mannila	2
Vanja Josifovski	Michael W. Mahoney	1
Ana Isabel Aguilera	Alberto Rafael Subero	1
Naren Ramakrishnan	Yong Ju Cho	1
Dave W. Fan	Salvatore J. Stolfo	1
Sujeevan Aseervatham	Emmanuel Viennet	2
Sugato Basu	Mikhail Bilenko	2
Yang Liu	Aijun An	2
Chirag Shah	W. Bruce Croft	1
Ziv Bar-Yossef	Ronny Lempel	1
Bin Cao	Nathan Nan Liu	1
Vanja Josifovski	Beverly Yang	1
Himanshu Gupta	Prasan Roy	1
Qi Zhong	Dawit Yimam Seid	1
Paul Ogilvie	David Jensen	1
Hsin-Yun Huang	Yu-Jiun Liu	1
Chad L. Myers	Michael Steinbach	1
Rong Pan	Vincent Wenchen Zheng	1
Martin Schneider	Peter Wagner	1
Timothy M. Sutherland	Elke A. Rundensteiner	1
Alexander Tuzhilin	Ravi Kumar	1
Edleno Silva de Moura	Altigran Soares da Silva	3
F. Artiles	H. Kauderer	1
Tina Eliassi-Rad	Terence Critchlow	1
Vania Bogorny	Bart Kuijpers	1
Yonghong Peng	Fadi A. Thabtah	1
William M. Pottenger	Mooi Choo Chuah	1
Lilian Harada	Naoki Akaboshi	1
Dimitrios Gunopulos	Dimitrios Kotsakos	1
Julie Sunderman	Stephen D. Scott	1
Marco Gori	Antonino Freno	1
Stephen Bay	Mary McGlohon	1
Y. V. R. Reddy	C. L. L. Gowda	1
Fabrizio Silvestri	Salvatore Orlando	1
Julie Sunderman	Kun Deng	1
Fabien Feschet	Djamel A. Zighed	1
Kenneth Ward Church	Qiaozhu Mei	1
Brett Matson	Peter Bailey	1
Edward A. Fox	Baoping Zhang	3
Andrei L. Turinsky	Robert L. Grossman	1
Karsten M. Borgwardt	Johannes Asfalg	1
Wensi Xi	Weiguo Fan	2
Wei Peng	Haesun Park	1
Aleksander Kolcz	Abdur Chowdhury	2
David A. Grossman	Shuang Liu	1
Raghu Ramakrishnan	James J. Schauer	1
Shuiwang Ji	Qi Li	1
V. S. Subrahmanian	Richard Hull	1
John Komoroske	Andrew Fast	1
Rong Jin	Irwin King	1
Shuzhen Nong	Jun Yan	1
Peng Zhang	Chengqi Zhang	1
Elizabeth Shoop	John V. Carlis	1
Yi Zhang	Chun Hung Cheng	1
Baihua Zheng	Josh Schiffman	1
Tok Wang Ling	Jiaheng Lu	2
Marc Maier	David Jensen	2
H. V. Jagadish	Nandit Soparkar	1
W. Philip Kegelmeyer	Steven Eschrich	1
Jian Pei	Xiaoyuan Wang	1
Angela Nebot	Luis Carlos Molina	1
Christof Muller	Iryna Gurevych	1
M. Catherine McCabe	David A. Grossman	1
Jing Li	Rinkal Patel	2
Xiaojing Yuan	Jing Wang	1
Peter Mika	Hugo Zaragoza	1
Yang Xiang	Lin Liu	1
Karsten Steinhaeuser	Christopher Moretti	1
Benjamin Arai	Theodoros Lappas	1
Yi Sun	Maria Prapopoulou	1
Shuicheng Yan	Weiguo Fan	1
Chang-Shing Perng	Haixun Wang	5
Rich Caruana	Alexandru Niculescu-Mizil	3
Ju-Won Song	Sang-Wook Kim	1
Peter Jackson	Arun Vachher	1
Luis Otavio Alvares	Paulo Martins Engel	1
Christopher Leckie	Liang Wang	1
Danielle M. Bounantony	Eric J. Pauwels	1
Bill Smart	Tej Anand	1
Haixun Wang	Peng Wang	2
Isaac G. Councill	Huajing Li	1
Alvaro Zubizarreta	Jose Manuel Cantera	1
Lewis Frey	Alexander R. Statnikov	1
Alan Murray	Foster Provost	1
Wei-Ying Ma	Weiguo Fan	2
Leonard McMillan	Wei Wang	3
Ricardo Vilalta	Irina Rish	1
Eugene J. Shekita	Sridhar Rajagopalan	1
Vlado Keselj	Yingbo Miao	1
Yan Song	Li-Rong Dai	1
Elena Zheleva	Anthony Don	1
Beatrice Finance	Saida Medjdoub	1
James Allan	Kristen Parton	1
Dan Yang	John Darlington	1
Kevin W. Bowyer	Lawrence O. Hall	1
Naren Ramakrishnan	Lizhuang Zhao	1
Baihua Zheng	Ken C. K. Lee	2
Johan Himberg	Hannu Toivonen	1
Huiming Qu	Jimeng Sun	1
Pat Hanrahan	Diane Tang	1
Christos Faloutsos	Markus G. Anderle	1
Jason J. Soo	Ophir Frieder	1
Carlotta Domeniconi	Peng Zhang	1
Bei Yu	ChengXiang Zhai	1
Hua Li	Jeffrey A. Bloom	2
Jiong Yang	Wei Su	1
Daniel Neagu	Ladan Malazizi	1
Xiaoling Zhang	Moonjung Cho	1
David B. Leake	Travis Bauer	1
Michael Ehrmanntraut	Theo Harder	1
Michel E. Adiba	Herve Martin	1
King-Ip Lin	Gautam Das	1
Lewis Frey	Ioannis Tsamardinos	1
Raghu Ramakrishnan	Jin-yi Cai	1
Tej Anand	Hal Beck	1
Henning Rode	Jordi Atserias	1
Roberto Amato	Angelo Ciaramella	1
Mingxi Wu	Christopher M. Jermaine	1
Oren Etzioni	Rattapoom Tuchinda	1
Markus Bundschus	Dmitriy Fradkin	1
Xuelong Li	Weiming Hu	1
John Komoroske	David Jensen	2
Enhong Chen	Zhen Liao	1
Stephen Cronen-Townsend	Yun Zhou	1
Susan Feldman	David A. Evans	1
Amynmohamed Rajan	Osmar R. Zaiane	1
Bill Smart	Hal Beck	1
Sau Dan Lee	Wai-Shing Ho	1
Isaac G. Councill	Yves Petinot	1
Ramesh C. Agarwal	Mahesh V. Joshi	2
Wei Wang	Baile Shi	4
Li Zhang	Tao Liu	1
Xian Zhang	Yu Hao	1
Darcy A. Davis	Nicholas Blumm	1
Michael Schlosser	Andreas Ittner	1
Karthik Visweswariah	Youngja Park	1
Benyu Zhang	Shuzhen Nong	1
Heikki Mannila	Markus Ojala	1
Wei Wang	Wan Gong	1
Deb Campbell	Fateh Tipu	1
Rudolf Kruse	Georg Rus	1
Taneli Mielikainen	Panayiotis Tsaparas	3
Lei Tang	Jieping Ye	1
Lifei Chen	Shengrui Wang	1
Kevin L. Fox	Philip J. Bernhard	1
Inien Syu	Narsingh Deo	1
Gerhard Weikum	Julia Luxenburger	1
Gerhard Weikum	Shady Elbassuoni	1
Thomas Hofmann	Francine Chen	1
Gerhard Weikum	Klaus Berberich	1
Fengshan Bai	Leefeng Chien	1
Pang-Ning Tan	Ruofei Zhang	1
Steven R. Waterhouse	Stephen Figlewski	1
Dino Pedreschi	Fosca Giannotti	4
Leonidas Fegaras	Vamsi Chaluvadi	1
Steve Vejcik	Joseph Bugajski	1
Roberto Amato	Gennaro Miele	1
Zeng Lian	Jiawei Han	1
Lutz Gerhard	Nicholas Kral	1
Alexandre V. Evfimievski	Ramakrishnan Srikant	1
Charles L. A. Clarke	Gordon V. Cormack	1
Yookyung Jo	C. Lee Giles	1
Bing Liu	Tong-Heng Phang	2
Thomas Bernecker	Hans-Peter Kriegel	1
Ji-Rong Wen	Jun Zhu	2
Marvin V. Zelkowitz	Ningda R. Li	1
Gary Livingston	Bruce G. Buchanan	2
Rajendra Yavatkar	Jim Griffioen	1
Oren Etzioni	Craig A. Knoblock	1
Vanja Josifovski	Andrei Z. Broder	6
Jason J. Soo	Gideon Frieder	1
Guichong Li	Howard J. Hamilton	1
Jing Peng	Kun Zhang	3
Jose Manuel Cantera	Guido Garcia	1
Mo Chen	Hua-Jun Zeng	1
Dan Popovici	Radu Berinde	1
Moshe Koppel	Jonathan Schler	1
Vanja Josifovski	Marcus Fontoura	5
Ed Willis	Evan W. Steeg	1
Pedro Coutinho	Mario J. Silva	2
Lilian Harada	Kazumi Kubota	1
Michael J. Donahoo	Edward Omiecinski	1
Haixun Wang	Jian Yin	2
Vladimir Soroka	Ronny Lempel	1
Bin Cao	Martin Scholz	1
Ning Liu	Fengshan Bai	2
Pankaj Kankar	Pasumarti V. Kamesam	2
Dan Geiger	Kristin P. Bennett	1
Scott McCallen	Ruoming Jin	1
William W. Cohen	Eric P. Xing	2
David A. Evans	Natasa Milic-Frayling	1
Ming Xiong	Xibei Jia	1
Spiros Sirmakessis	Katerina Perdikuri	1
Qi Li	Vipin Kumar	1
Michihiro Kuramochi	George Karypis	4
Toni Urpi	Ernest Teniente	1
Edna Grossman	Paul B. Chou	1
Sanjay Ranka	Xiuyao Song	3
Aurelie C. Lozano	Claudia Perlich	1
Eivind Almaas	Scott McCallen	1
Paul E. Stolorz	Eddie C. Shek	1
Benyang Tang	Kiri Wagstaff	1
Dan Popovici	Cosmin Negruseri	1
Kian-Lee Tan	Wynne Hsu	1
Ramesh Natarajan	Se June Hong	1
Kian-Lee Tan	Manoranjan Dash	1
Philip L. Tilker	Antonio S. Cheng	1
Ning Liu	Kunqing Xie	1
Steve A. Steed	Ashley C. Lovell	1
Gero Szepannek	Julia Schiffner	1
Sunil Prabhakar	Sarvjeet Singh	1
Yves Petinot	Hui Han	1
John Clear	Robert M. Wehrmeister	1
Alvaro Zubizarreta	Jorge Cabrero	1
Gillian Dobbie	Ying Guang Li	1
Manish Mehta	John C. Shafer	1
Sumit Negi	Anup Chalamalla	2
Chris H. Q. Ding	Tao Li	8
Harsha Rao	Colin Germond	1
Krishna Kumaraswamy	Markus G. Anderle	1
Paulo Braz Golgher	Bruno Possas	1
Richard Frank	Martin Ester	1
Benyu Zhang	Jun Yan	9
Mohammed Javeed Zaki	Srinivasan Parthasarathy	3
Kian-Lee Tan	Mong-Li Lee	1
Michalis Vazirgiannis	Iraklis Varlamis	1
Lukasz Golab	Kumar Gaurav Bijay	1
Shotaro Akaho	Toshihiro Kamishima	4
William Rodman Shankle	Subramani Mani	1
Rong Ge	Wen Jin	2
Shlomo Argamon	Casey Whitelaw	1
Peter Lohman	Abhay Mehta	1
Nancy Obuchowski	David P. Naidich	1
Andreas Hotho	Gerd Stumme	2
Robert Gwadera	Mikhail J. Atallah	2
Krishna Prasad Chitrapura	Raghu Krishnapuram	2
